date,launch_location,Status Mission,launch_status,time,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,windgusts_10m,winddirection_10m,cloudcover,pressure_msl
2020-07-30,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-30T19:00,29.0,77,0.0,10.7,23.0,135,21,1016.6
2020-07-30,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-30T20:00,28.8,80,0.0,12.0,19.8,159,24,1017.3
2020-07-30,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-30T21:00,28.1,84,0.1,8.2,20.5,157,36,1017.6
2020-07-30,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-30T22:00,27.4,88,0.1,5.4,13.3,222,46,1018.2
2020-07-30,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-30T23:00,26.5,92,0.0,8.1,14.0,291,12,1018.5
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T00:00,27.3,83,0.0,10.9,18.7,98,22,1017.9
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T01:00,27.3,84,0.0,12.1,20.2,117,15,1017.4
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T02:00,27.2,84,0.0,12.0,21.6,131,21,1017.1
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T03:00,26.8,86,0.0,8.9,20.2,140,11,1016.4
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T04:00,26.5,87,0.0,8.0,15.1,144,11,1015.9
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T05:00,25.9,90,0.0,6.1,13.3,140,5,1015.7
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T06:00,25.8,90,0.0,5.9,9.7,137,7,1015.8
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T07:00,25.9,90,0.0,5.6,9.0,135,5,1016.5
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T08:00,27.8,86,0.1,2.5,13.0,8,16,1017.2
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T09:00,29.2,76,0.1,6.1,13.7,90,13,1017.9
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T10:00,29.7,70,0.1,10.7,23.0,102,21,1018.1
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T11:00,30.0,69,0.0,11.7,25.6,99,21,1018.4
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T12:00,28.9,74,0.2,15.6,31.0,105,52,1018.6
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T13:00,28.6,76,0.3,7.6,31.7,85,42,1018.2
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T14:00,29.0,76,0.2,13.1,28.1,81,24,1017.3
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T15:00,29.4,75,0.0,17.6,34.2,91,16,1016.7
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T16:00,29.4,74,0.0,19.8,37.8,100,12,1016.3
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T17:00,28.8,76,0.2,21.3,39.6,109,33,1015.9
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T18:00,28.5,77,0.1,18.9,40.0,111,31,1015.6
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T19:00,28.1,78,0.0,17.9,34.9,118,14,1015.5
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T20:00,28.0,80,0.0,14.3,31.7,133,10,1016.3
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T21:00,27.7,81,0.0,11.5,24.5,139,27,1016.6
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T22:00,27.3,83,0.0,8.1,19.4,135,13,1017.0
2020-07-20,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-07-20T23:00,26.9,85,0.0,6.1,13.7,118,6,1017.7
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T00:00,27.9,72,0.0,10.8,19.4,244,51,1016.1
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T01:00,27.7,71,0.0,11.3,18.7,253,28,1016.2
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T02:00,27.3,72,0.0,10.6,19.1,252,26,1015.8
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T03:00,26.8,77,0.0,10.1,18.0,253,13,1015.2
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T04:00,26.4,83,0.0,9.4,17.3,268,35,1014.9
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T05:00,25.9,88,0.0,9.1,15.8,279,46,1015.1
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T06:00,25.6,92,0.0,8.0,15.5,280,63,1015.4
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T07:00,25.7,93,0.0,8.3,14.0,270,72,1015.7
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T08:00,27.4,89,0.0,9.9,19.8,280,37,1016.3
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T09:00,28.6,84,0.0,11.5,23.0,284,33,1016.6
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T10:00,29.9,75,0.0,12.2,26.3,284,9,1016.7
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T11:00,31.0,66,0.0,11.3,27.7,277,19,1016.8
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T12:00,31.9,60,0.0,11.5,28.4,268,13,1016.6
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T13:00,32.7,54,0.0,11.5,28.4,256,15,1016.1
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T14:00,33.4,50,0.0,11.3,27.4,253,17,1015.4
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T15:00,33.6,49,0.0,10.2,27.0,260,19,1014.6
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T16:00,33.6,49,0.0,7.3,25.6,237,23,1013.9
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T17:00,33.0,54,0.0,9.4,23.4,157,48,1013.4
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T18:00,31.1,68,0.0,9.8,31.0,172,73,1013.9
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T19:00,29.3,72,0.4,8.2,23.0,319,74,1014.6
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T20:00,29.9,71,0.1,4.3,16.2,265,70,1014.3
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T21:00,27.9,77,0.9,10.0,18.7,319,57,1015.1
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T22:00,27.3,80,0.1,4.5,16.2,284,58,1015.0
2020-06-30,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-30T23:00,26.6,85,0.0,5.5,7.9,259,37,1015.1
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T00:00,25.3,76,0.0,13.1,23.8,98,13,1016.4
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T01:00,25.1,77,0.0,10.4,22.7,104,14,1016.0
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T02:00,24.7,78,0.0,7.7,17.6,118,14,1015.7
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T03:00,24.5,78,0.0,7.4,13.0,141,14,1014.8
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T04:00,23.2,85,0.0,8.6,12.2,147,4,1014.7
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T05:00,23.2,84,0.0,8.2,10.4,139,8,1014.7
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T06:00,23.4,82,0.0,7.7,9.4,131,13,1015.0
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T07:00,23.8,85,0.0,6.5,9.0,124,20,1015.2
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T08:00,26.1,77,0.1,3.4,11.9,108,65,1015.4
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T09:00,27.0,71,0.1,6.8,14.4,115,87,1015.8
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T10:00,27.4,69,0.1,8.2,18.4,105,97,1016.1
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T11:00,27.3,69,0.0,9.0,20.9,92,95,1016.4
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T12:00,27.3,70,0.1,11.4,23.4,79,89,1016.5
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T13:00,26.7,74,0.4,10.7,27.4,76,92,1016.3
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T14:00,27.2,72,0.0,9.1,24.5,81,74,1016.0
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T15:00,27.5,71,0.0,11.2,24.1,86,95,1015.5
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T16:00,27.1,72,0.0,11.6,24.5,83,76,1015.1
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T17:00,27.0,71,0.0,11.4,24.1,77,73,1015.0
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T18:00,26.8,71,0.0,10.6,22.7,80,95,1015.1
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T19:00,26.5,73,0.0,9.8,19.8,82,96,1015.2
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T20:00,26.1,75,0.0,6.4,17.3,43,95,1015.4
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T21:00,25.2,79,0.0,6.4,11.5,47,57,1015.8
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T22:00,24.7,82,0.0,6.4,10.4,38,55,1016.2
2020-06-13,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-13T23:00,24.5,84,0.0,6.6,11.5,45,74,1016.5
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T00:00,24.3,91,0.2,0.8,3.6,297,100,1016.7
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T01:00,23.9,93,0.2,1.8,2.5,259,100,1016.2
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T02:00,23.7,94,0.3,1.8,2.2,360,100,1015.7
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T03:00,23.2,97,0.3,3.2,4.0,333,100,1015.3
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T04:00,23.1,98,0.4,4.4,5.0,351,100,1015.1
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T05:00,23.6,95,0.5,2.3,10.1,72,100,1015.2
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T06:00,23.4,95,0.4,4.1,7.9,135,100,1015.4
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T07:00,23.6,93,0.3,9.7,15.1,129,100,1016.0
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T08:00,23.5,94,0.2,4.3,24.8,180,95,1016.2
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T09:00,23.5,93,7.3,7.4,12.2,151,100,1016.8
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T10:00,24.0,96,2.6,8.3,16.9,175,100,1017.4
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T11:00,24.1,95,2.1,8.4,16.9,149,100,1017.3
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T12:00,24.9,90,1.7,14.1,24.5,142,99,1016.9
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T13:00,25.2,86,0.9,16.0,28.4,149,100,1016.9
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T14:00,25.3,86,2.3,14.7,28.4,155,100,1016.6
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T15:00,24.8,88,2.7,12.6,30.6,143,100,1015.9
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T16:00,24.4,92,1.1,15.9,30.6,155,100,1015.3
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T17:00,24.8,90,0.4,12.2,29.5,166,100,1015.2
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T18:00,24.9,91,0.0,9.2,21.6,159,100,1014.4
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T19:00,25.0,92,0.0,11.5,20.5,178,100,1014.7
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T20:00,23.5,92,0.2,13.3,23.0,177,100,1016.4
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T21:00,23.2,95,0.5,13.7,24.1,198,100,1016.0
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T22:00,23.0,95,0.4,12.2,23.8,214,100,1016.1
2020-06-04,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-06-04T23:00,23.0,95,0.6,10.5,20.9,196,100,1016.3
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T00:00,22.7,94,0.0,11.2,20.2,327,46,1013.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T01:00,22.4,95,0.0,11.5,19.4,319,81,1013.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T02:00,22.1,95,0.0,13.2,22.3,317,12,1012.6
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T03:00,22.0,95,0.0,13.0,22.7,326,40,1012.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T04:00,21.9,95,0.0,12.8,22.0,328,71,1011.7
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T05:00,21.8,95,0.0,12.5,22.0,321,69,1011.7
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T06:00,21.5,95,0.0,11.5,21.2,314,7,1012.0
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T07:00,21.5,95,0.0,11.3,19.8,307,1,1012.8
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T08:00,22.7,89,0.0,12.8,21.6,302,29,1013.4
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T09:00,23.8,85,0.0,11.9,23.8,305,99,1014.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T10:00,24.9,79,0.0,13.5,26.6,312,99,1014.3
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T11:00,26.9,70,0.0,10.2,28.1,321,87,1014.2
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T12:00,28.6,61,0.0,7.2,24.1,297,96,1014.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T13:00,29.9,56,0.0,9.0,22.3,286,100,1013.7
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T14:00,31.0,50,0.0,9.7,24.5,309,74,1013.0
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T15:00,30.9,52,0.0,8.9,23.8,14,76,1012.6
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T16:00,29.9,64,0.0,13.8,28.8,43,30,1011.9
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T17:00,27.7,72,0.0,19.4,37.8,43,41,1011.8
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T18:00,27.3,72,0.0,15.3,37.4,49,32,1012.1
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T19:00,25.8,79,0.0,13.1,30.6,74,19,1012.6
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T20:00,25.1,82,0.0,9.7,25.2,59,18,1013.2
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T21:00,24.4,87,0.0,4.3,16.6,114,89,1014.2
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T22:00,24.3,89,0.0,2.6,9.0,106,70,1014.6
2020-05-17,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-05-17T23:00,24.1,92,0.0,4.3,7.2,48,32,1014.7
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T00:00,23.5,70,0.0,18.0,30.6,270,2,1014.1
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T01:00,22.8,78,0.0,16.9,30.2,272,2,1014.2
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T02:00,22.3,84,0.0,16.6,28.4,268,2,1013.9
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T03:00,21.8,88,0.0,15.2,28.1,275,3,1013.7
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T04:00,21.3,92,0.0,12.8,25.6,280,70,1013.8
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T05:00,20.9,94,0.0,12.0,22.0,277,74,1013.5
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T06:00,20.7,95,0.0,11.9,20.2,284,28,1014.0
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T07:00,20.8,95,0.0,11.5,20.5,284,29,1014.4
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T08:00,21.6,91,0.0,12.4,20.9,300,18,1015.6
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T09:00,23.3,80,0.0,16.7,31.7,327,69,1016.3
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T10:00,24.7,71,0.0,13.4,31.7,352,45,1016.9
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T11:00,26.1,64,0.0,11.5,29.2,20,69,1017.4
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T12:00,27.7,55,0.0,9.2,27.4,39,35,1017.3
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T13:00,28.2,54,0.0,9.8,27.0,73,20,1016.7
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T14:00,28.3,56,0.0,13.4,32.0,98,42,1016.2
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T15:00,27.5,59,0.0,17.1,37.1,98,50,1015.7
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T16:00,27.1,61,0.0,16.2,37.1,90,24,1015.1
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T17:00,26.5,67,0.0,17.7,36.4,92,13,1014.9
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T18:00,25.7,71,0.0,17.1,36.7,97,17,1014.9
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T19:00,25.2,75,0.0,18.8,34.2,94,12,1015.0
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T20:00,23.9,82,0.0,18.4,34.9,96,10,1015.9
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T21:00,23.7,83,0.0,15.1,31.7,102,13,1016.4
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T22:00,23.7,82,0.0,16.3,27.4,108,11,1016.6
2020-03-26,"SLC-41, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-26T23:00,23.6,82,0.0,16.3,27.4,112,6,1016.9
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T00:00,16.5,35,0.0,18.8,31.7,334,74,1022.7
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T01:00,15.7,32,0.0,20.6,34.9,335,1,1022.9
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T02:00,14.8,38,0.0,21.1,36.7,337,0,1022.8
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T03:00,14.1,42,0.0,20.5,36.0,336,0,1022.6
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T04:00,13.6,43,0.0,20.1,34.6,339,0,1022.3
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T05:00,13.2,46,0.0,23.0,38.5,346,0,1022.1
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T06:00,12.7,51,0.0,26.3,44.6,356,1,1022.6
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T07:00,12.0,51,0.0,23.7,45.0,351,0,1023.6
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T08:00,12.2,60,0.0,19.6,40.7,353,0,1024.7
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T09:00,13.8,51,0.0,23.1,39.6,358,18,1025.6
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T10:00,14.9,48,0.0,27.6,50.0,8,25,1026.5
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T11:00,15.7,46,0.0,27.5,51.5,11,23,1027.1
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T12:00,16.4,45,0.0,28.1,53.3,13,31,1027.7
2020-03-07,"SLC-40, Cape Canaveral AFS, Florida, USA",Success,1,2020-03-07T13:00,16.7,45,0.0,28.2,54.4,14,38,1027.8
